id,timestamp,tweet_text,username,all_hashtags,followers_count,media_url,Text_copy
1444964751017066498,2021-10-04 09:56:57,b'#itstestingimage https://t.co/bmMO8uNlov',b'sakshibutala1',['itstestingimage'],1,http://pbs.twimg.com/media/FA2LxTaVUAIM0kr.jpg,bitstestingimage 
1444964438390415364,2021-10-04 09:55:42,b'You need to learn to keep your mouth shut you bastard #itstestingviews',b'sakshibutala1',['itstestingviews'],1,,bYou need to learn to keep your mouth shut you bastard itstestingviews
1444964811029114882,2021-10-04 09:57:11,b'#itstestingnews https://t.co/gGUAFGfIxQ',b'sakshibutala1',['itstestingnews'],1,http://pbs.twimg.com/media/FA2L1OOVkAM3ZUq.jpg,bitstestingnews 
